,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
87441,1492,18.5616,0.3336,-0.1168,579.6,Motorcycle,True,1640,1351,0.0620830855039602,712,3.0,False
87442,1492,19.3053,0.6846,-0.2369,580.0,Motorcycle,True,1655,1352,0.0481444139950126,735,3.0,False
87443,1492,20.4164,0.819,-0.2794,580.4,Motorcycle,True,1670,1352,0.0286147225296495,769,3.0,False
87444,1492,21.5276,0.684,-0.2293,580.8,Motorcycle,True,1687,1353,0.0083340647933631,796,3.0,False
87445,1492,22.2788,0.3486,-0.1098,581.2,Motorcycle,True,1704,1353,6.28057725640457,823,3.0,False
87446,1492,22.5461,0.0559,0.0118,581.6,Motorcycle,True,1722,1352,6.276944217417899,850,3.0,False
87447,1492,22.5639,-0.0139,0.1416,582.0,Motorcycle,True,1740,1352,6.282137068611928,874,3.0,False
87448,1492,22.5808,0.064,0.2846,582.4,Motorcycle,True,1758,1352,0.0110046142522541,901,3.0,False
87449,1492,22.747,0.1475,0.4341,582.8,Motorcycle,True,1775,1352,0.0347968887254102,931,3.0,False
87450,1492,23.0066,0.2339,0.5616,583.2,Motorcycle,True,1793,1353,0.0667179133416184,963,3.0,False
87451,1492,23.4227,0.316,0.5646,583.6,Motorcycle,True,1811,1354,0.1050332720612012,1007,2.0,True
87452,1492,23.8379,0.2426,0.419,584.0,Motorcycle,True,1830,1357,0.1379109588603273,1051,2.0,False
87453,1492,23.9896,-0.0674,0.1647,584.4,Motorcycle,True,1849,1359,0.155442296451532,1097,2.0,False
87454,1492,23.6336,-0.4072,-0.0872,584.8,Motorcycle,True,1867,1362,0.1573969485217237,1126,2.0,False
87455,1492,22.937,-0.5261,-0.244,585.2,Motorcycle,True,1885,1365,0.1447121598375198,1145,2.0,False
87456,1492,22.2401,-0.4046,-0.2808,585.6,Motorcycle,True,1903,1367,0.1254897332300006,1163,2.0,False
87457,1492,21.852,-0.1316,-0.2228,586.0,Motorcycle,True,1920,1369,0.1084661571799472,1182,2.0,False
87458,1492,21.8136,0.0015,-0.1509,586.4,Motorcycle,True,1936,1371,0.0959085203463425,1198,2.0,False
87459,1492,21.7214,-0.0908,-0.0671,586.8,Motorcycle,True,1953,1372,0.0884881721496966,1215,2.0,False
87460,1492,21.6324,-0.0245,0.0234,587.2,Motorcycle,True,1970,1373,0.086990581783549,1231,2.0,False
87461,1492,21.9179,0.5129,0.1141,587.6,Motorcycle,True,1987,1375,0.0916473031150393,1246,2.0,False
