,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
86790,1475,14.3941,0.456,-0.012,568.8,Motorcycle,True,1010,1374,6.191653362998355,308,1.0,False
86791,1475,15.0053,0.3389,0.1257,569.2,Motorcycle,True,1022,1373,6.195884956692458,313,1.0,False
86792,1475,15.6315,0.6652,0.2637,569.6,Motorcycle,True,1034,1372,6.215294299935747,327,2.0,True
86793,1475,16.9835,1.1765,0.3793,570.0,Motorcycle,True,1047,1371,6.242815118515612,336,2.0,False
86794,1475,18.8306,1.3424,0.4081,570.4,Motorcycle,True,1061,1371,6.276341497002184,347,2.0,False
86795,1475,20.6785,1.1702,0.3348,570.8,Motorcycle,True,1077,1371,0.0237636160784253,356,2.0,False
86796,1475,22.1082,0.8198,0.1877,571.2,Motorcycle,True,1095,1372,0.0406371027187955,364,2.0,False
86797,1475,23.0692,0.5571,0.0508,571.6,Motorcycle,True,1113,1372,0.0486694318129368,376,2.0,False
86798,1475,23.8395,0.519,-0.0518,572.0,Motorcycle,True,1132,1373,0.0478553940720383,384,2.0,False
86799,1475,24.6084,0.5688,-0.1179,572.4,Motorcycle,True,1151,1374,0.0420275072250948,396,2.0,False
86800,1475,25.424,0.5301,-0.1555,572.8,Motorcycle,True,1171,1374,0.0345318578875337,404,1.0,True
86801,1475,26.1481,0.5298,-0.1842,573.2,Motorcycle,True,1192,1375,0.0245154867276751,415,1.0,False
86802,1475,27.0187,0.6385,-0.1943,573.6,Motorcycle,True,1213,1375,0.0138019735922285,424,1.0,False
86803,1475,27.8868,0.5495,-0.1842,574.0,Motorcycle,True,1236,1375,0.0035135966153672,436,1.0,False
86804,1475,28.3676,0.0455,-0.16,574.4,Motorcycle,True,1258,1375,6.277907818710771,445,1.0,False
86805,1475,28.0271,-0.4313,-0.135,574.8,Motorcycle,True,1281,1375,6.270478618874968,454,1.0,False
86806,1475,27.3694,-0.4789,-0.1048,575.2,Motorcycle,True,1303,1374,6.264097798029471,466,2.0,True
86807,1475,26.7087,-0.4062,-0.0645,575.6,Motorcycle,True,1325,1374,6.259312782152828,474,2.0,False
86808,1475,26.0558,-0.5763,-0.0134,576.0,Motorcycle,True,1346,1373,6.2570625913242015,487,2.0,False
86809,1475,25.0254,-0.8161,0.0402,576.4,Motorcycle,True,1367,1372,6.25793403291563,497,2.0,False
86810,1475,23.8221,-0.8499,0.0825,576.8,Motorcycle,True,1386,1372,6.261916103588293,507,2.0,False
