,track_id,speed,lon_acc,lat_acc,time,type,moving,img_x,img_y,img_angle,coord_id,Lane,trigger
60671,1102,32.1193,-0.709,0.066,404.0,Motorcycle,True,593,1367,0.0384668007662436,200,2.0,False
60672,1102,31.2716,-0.3404,0.0879,404.4,Motorcycle,True,618,1368,0.0405024844717836,209,2.0,False
60673,1102,31.3099,0.3152,0.1604,404.8,Motorcycle,True,644,1369,0.0464110395163537,219,2.0,False
60674,1102,31.8821,0.3976,0.2043,405.2,Motorcycle,True,670,1370,0.0554635873160007,230,2.0,False
60675,1102,32.1577,-0.0848,0.2127,405.6,Motorcycle,True,696,1371,0.0650895345775266,241,2.0,False
60676,1102,31.8105,-0.2963,0.1075,406.0,Motorcycle,True,722,1373,0.0747159712765319,250,1.0,True
60677,1102,31.6303,0.1235,-0.1366,406.4,Motorcycle,True,748,1375,0.0765355057822998,260,1.0,False
60678,1102,32.2834,0.7405,-0.3684,406.8,Motorcycle,True,774,1376,0.0623270124436432,270,1.0,False
60679,1102,33.542,0.9411,-0.284,407.2,Motorcycle,True,800,1378,0.0402939192417028,280,1.0,False
60680,1102,34.8131,0.8572,0.0772,407.6,Motorcycle,True,828,1378,0.0346241090154872,291,1.0,False
60681,1102,36.0925,0.833,0.1677,408.0,Motorcycle,True,857,1379,0.0467459301748554,299,1.0,False
